Epoch,Midtime,Midtime_err_minus_days,Midtime_err_plus_days,Midtime_err_minus_sec,Midtime_err_plus_sec,Source
-1432,2454552.94962,0.00022,0.00022,19.01,19.01,2013AJ....145...68J; 2009ApJ...691.1145S
-1419,2454569.92982,0.0004,0.0004,34.56,34.56,2013AJ....145...68J; 2009ApJ...691.1145S
-1404,2454589.52224,0.001,0.001,86.4,86.4,2011PASJ...63..301L
-1404,2454589.52274,0.001,0.001,86.4,86.4,2011PASJ...63..301L
-1401,2454593.44269,0.00081,0.00081,69.98,69.98,2011PASJ...63..301L
-1400,2454594.74682,0.00037,0.00037,31.97,31.97,2013AJ....145...68J; 2009ApJ...691.1145S
-1397,2454598.66304,0.0015,0.0015,129.6,129.6,2011PASJ...63..301L
-1387,2454611.72534,0.0027,0.0027,233.28,233.28,2011PASJ...63..301L
-1384,2454615.64621,0.00021,0.00021,18.14,18.14,2013AJ....145...68J; 2009ApJ...700.1078G
-1384,2454615.64874,0.0023,0.0023,198.72,198.72,2011PASJ...63..301L
-1381,2454619.56444,0.0018,0.0018,155.52,155.52,2011PASJ...63..301L
-1375,2454627.40334,0.0015,0.0015,129.6,129.6,2011PASJ...63..301L
-1371,2454632.6269,0.0002,0.0002,17.28,17.28,2013AJ....145...68J; 2009ApJ...700.1078G
-1365,2454640.46454,0.0009,0.0009,77.76,77.76,2011PASJ...63..301L
-1365,2454640.46494,0.0009,0.0009,77.76,77.76,2011PASJ...63..301L
-1364,2454641.76974,0.0008,0.0008,69.12,69.12,2011PASJ...63..301L
-1359,2454648.29994,0.0018,0.0018,155.52,155.52,2011PASJ...63..301L
-1358,2454649.60712,0.00019,0.00019,16.42,16.42,2013AJ....145...68J; 2009ApJ...700.1078G
-1357,2454650.91274,0.0008,0.0008,69.12,69.12,2011PASJ...63..301L
-1357,2454650.91584,0.001,0.001,86.4,86.4,2011PASJ...63..301L
-1355,2454653.52544,0.0018,0.0018,155.52,155.52,2011PASJ...63..301L
-1355,2454653.52661,0.00092,0.00092,79.49,79.49,2013AJ....145...68J; 2009ApJ...700.1078G
-1352,2454657.44374,0.001,0.001,86.4,86.4,2011PASJ...63..301L
-1348,2454662.66984,0.0006,0.0006,51.84,51.84,2013AJ....145...68J; 2009ApJ...700.1078G
-1342,2454670.50709,0.00034,0.00034,29.38,29.38,2013AJ....145...68J; 2009ApJ...700.1078G
-1339,2454674.42521,0.00028,0.00028,24.19,24.19,2013AJ....145...68J; 2009ApJ...700.1078G
-1332,2454683.56812,0.00042,0.00042,36.29,36.29,2013AJ....145...68J; 2009ApJ...700.1078G
-1329,2454687.48554,0.0011,0.0011,95.04,95.04,2011PASJ...63..301L
-1329,2454687.48854,0.0016,0.0016,138.24,138.24,2011PASJ...63..301L
-1316,2454704.46604,0.0016,0.0016,138.24,138.24,2011PASJ...63..301L
-1159,2454909.53665,0.0015,0.0015,129.6,129.6,2011PASJ...63..301L
-1158,2454910.84405,0.0015,0.0015,129.6,129.6,2011PASJ...63..301L
-1149,2454922.59948,0.00079,0.00079,68.26,68.26,2011PASJ...63..301L
-1149,2454922.60026,0.00054,0.00054,46.66,46.66,2011PASJ...63..301L
-1146,2454926.51882,0.00075,0.00075,64.8,64.8,2011PASJ...63..301L
-1137,2454938.27412,0.00038,0.00038,32.83,32.83,2011PASJ...63..301L
-1137,2454938.2741360376,0.00038,0.00038,32.83,32.83,TRESCA
-1133,2454943.49986,0.0012,0.0012,103.68,103.68,2011PASJ...63..301L
-1132,2454944.80556,0.0014,0.0014,120.96,120.96,2011PASJ...63..301L
-1132,2454944.80616,0.0013,0.0013,112.32,112.32,2011PASJ...63..301L
-1130,2454947.41636,0.00071,0.00071,61.34,61.34,2011PASJ...63..301L
-1130,2454947.41696,0.00089,0.00089,76.9,76.9,2011PASJ...63..301L
-1130,2454947.41736,0.001,0.001,86.4,86.4,2011PASJ...63..301L
-1130,2454947.41746,0.0016,0.0016,138.24,138.24,2011PASJ...63..301L
-1130,2454947.4175,0.00078,0.00078,67.39,67.39,2011PASJ...63..301L
-1124,2454955.25504,0.00063,0.00063,54.43,54.43,2011PASJ...63..301L
-1122,2454957.86698,0.00048,0.00048,41.47,41.47,2012PASP..124..212S
-1121,2454959.17138,0.00057,0.00057,49.25,49.25,2011PASJ...63..301L
-1119,2454961.78406,0.0012,0.0012,103.68,103.68,2011PASJ...63..301L
-1117,2454964.39804,0.00078,0.00078,67.39,67.39,2011PASJ...63..301L
-1117,2454964.39859,0.00081,0.00081,69.98,69.98,2013MNRAS.432..944V
-1117,2454964.39885,0.00084,0.00084,72.58,72.58,2013MNRAS.432..944V
-1116,2454965.70464,0.0001079,0.0001079,9.32,9.32,2013ApJ...764....8K
-1113,2454969.62306,0.0011,0.0011,95.04,95.04,2011PASJ...63..301L
-1110,2454973.54165,0.0008,0.0008,69.12,69.12,2011PASJ...63..301L
-1110,2454973.54236,0.001,0.001,86.4,86.4,2011PASJ...63..301L
-1107,2454977.4593,0.0016,0.0016,138.24,138.24,2013MNRAS.432..944V
-1107,2454977.46056,0.00089,0.00089,76.9,76.9,2011PASJ...63..301L
-1107,2454977.46066,0.00029,0.00029,25.06,25.06,2011PASJ...63..301L
-1107,2454977.4606760307,0.00029,0.00029,25.06,25.06,TRESCA
-1107,2454977.46108,0.00067,0.00067,57.89,57.89,2011PASJ...63..301L
-1107,2454977.46111,0.00069,0.00069,59.62,59.62,2011PASJ...63..301L
-1106,2454978.76846,0.0012,0.0012,103.68,103.68,2011PASJ...63..301L
-1103,2454982.68395,0.0007,0.0007,60.48,60.48,2011PASJ...63..301L
-1097,2454990.52456,0.0012,0.0012,103.68,103.68,2011PASJ...63..301L
-1095,2454993.13515,0.00044,0.00044,38.02,38.02,2011PASJ...63..301L
-1094,2454994.43995,0.0007,0.0007,60.48,60.48,2011PASJ...63..301L
-1093,2454995.74654,0.0001326,0.0001326,11.46,11.46,2013ApJ...764....8K
-1093,2454995.74737,0.00044,0.00044,38.02,38.02,2020AJ....160...47M; 2013MNRAS.428..678T
-1090,2454999.66436,0.0009,0.0009,77.76,77.76,2011PASJ...63..301L
-1087,2455003.58166,0.0012,0.0012,103.68,103.68,2011PASJ...63..301L
-1086,2455004.8897,0.00018,0.00018,15.55,15.55,2020AJ....160...47M; 2013MNRAS.428..678T
-1080,2455012.72616,0.0005,0.0005,43.2,43.2,2011PASJ...63..301L
-1076,2455017.95161,0.00033,0.00033,28.51,28.51,2020AJ....160...47M; 2013MNRAS.428..678T
-1071,2455024.48088,0.00046,0.00046,39.74,39.74,2011PASJ...63..301L
-1058,2455041.46326,0.001,0.001,86.4,86.4,2011PASJ...63..301L
-1058,2455041.46386,0.001,0.001,86.4,86.4,2011PASJ...63..301L
-1058,2455041.46426,0.0011,0.0011,95.04,95.04,2011PASJ...63..301L
-1057,2455042.77026,0.0009,0.0009,77.76,77.76,2011PASJ...63..301L
-1056,2455044.07651,0.00076,0.00076,65.66,65.66,2011PASJ...63..301L
-1055,2455045.38091,0.00045,0.00045,38.88,38.88,2013MNRAS.432..944V
-1055,2455045.38234,0.00062,0.00062,53.57,53.57,2011PASJ...63..301L
-1054,2455046.68946,0.001,0.001,86.4,86.4,2011PASJ...63..301L
-1054,2455046.68998,0.00058,0.00058,50.11,50.11,2011PASJ...63..301L
-1052,2455049.29999,0.00052,0.00052,44.93,44.93,2011PASJ...63..301L
-1048,2455054.52523,0.00018,0.00018,15.55,15.55,2013AJ....145...68J; 2010MNRAS.408.1494C
-1045,2455058.44418,0.00077,0.00077,66.53,66.53,2013MNRAS.432..944V
-1042,2455062.36366,0.00039,0.00039,33.7,33.7,2011PASJ...63..301L
-1042,2455062.3636660054,0.00039,0.00039,33.7,33.7,TRESCA
-1032,2455075.42232,0.0006,0.0006,51.84,51.84,2011PASJ...63..301L
-1015,2455097.62956,0.0011,0.0011,95.04,95.04,2011PASJ...63..301L
-990,2455130.28476,0.0013,0.0013,112.32,112.32,2011PASJ...63..301L
-877,2455277.88217,0.0002456,0.0002456,21.22,21.22,2013ApJ...764....8K
-865,2455293.55686,0.0006,0.0006,51.84,51.84,2011PASJ...63..301L
-864,2455294.86459,0.00038,0.00038,32.83,32.83,2011PASJ...63..301L
-852,2455310.53816,0.00068,0.00068,58.75,58.75,2011PASJ...63..301L
-852,2455310.5382,0.00067,0.00067,57.89,57.89,2011PASJ...63..301L
-849,2455314.4551,0.00062,0.00062,53.57,53.57,2013MNRAS.432..944V
-848,2455315.762,0.00061,0.00061,52.7,52.7,2011PASJ...63..301L
-845,2455319.68144,0.00037,0.00037,31.97,31.97,2011PASJ...63..301L
-839,2455327.51665,0.00054,0.00054,46.66,46.66,2011PASJ...63..301L
-835,2455332.74253,0.0001033,0.0001033,8.93,8.93,2013ApJ...764....8K
-828,2455341.8838,0.0011,0.0011,95.04,95.04,2013AJ....145...68J
-822,2455349.72284,0.0003216,0.0003216,27.79,27.79,2013ApJ...764....8K
-815,2455358.86731,0.00027,0.00027,23.33,23.33,2011PASJ...63..301L
-812,2455362.78541,0.00024,0.00024,20.74,20.74,2011PASJ...63..301L
-809,2455366.70215,0.0008,0.0008,69.12,69.12,2013AJ....145...68J
-802,2455375.84981,0.00071,0.00071,61.34,61.34,2011PASJ...63..301L
-800,2455378.45937,0.00031,0.00031,26.78,26.78,2013MNRAS.432..944V
-797,2455382.37916,0.0016,0.0016,138.24,138.24,2011PASJ...63..301L
-790,2455391.52067,0.00017,0.00017,14.69,14.69,2013MNRAS.432..944V
-789,2455392.82744,0.00042,0.00042,36.29,36.29,2011PASJ...63..301L
-787,2455395.44014,0.00052,0.00052,44.93,44.93,2011PASJ...63..301L
-771,2455416.3397,0.0011,0.0011,95.04,95.04,2013MNRAS.432..944V
-761,2455429.3997,0.0004,0.0004,34.56,34.56,2013MNRAS.432..944V
-761,2455429.40118,0.00033,0.00033,28.51,28.51,2013MNRAS.432..944V
-748,2455446.38075,0.00017,0.00017,14.69,14.69,2013MNRAS.432..944V
-748,2455446.381416002,0.00037,0.00037,31.97,31.97,TRESCA
-734,2455464.66841,0.00059,0.00059,50.98,50.98,2011PASJ...63..301L
-723,2455479.03425,0.00094,0.00094,81.22,81.22,2018ChA&A..42..101S
-721,2455481.64797,0.0001589,0.0001589,13.73,13.73,2013ApJ...764....8K
-637,2455591.3669,0.0015,0.0015,129.6,129.6,2018ChA&A..42..101S
-606,2455631.8583560362,0.00027,0.00027,23.33,23.33,TRESCA
-597,2455643.6145,0.0005,0.0005,43.2,43.2,2013MNRAS.432..944V
-596,2455644.92109,6.99e-05,6.99e-05,6.04,6.04,2013ApJ...764....8K
-595,2455646.2283,0.0022,0.0022,190.08,190.08,2018ChA&A..42..101S
-582,2455663.2048,0.0028,0.0028,241.92,241.92,2018ChA&A..42..101S
-570,2455678.88287,0.0001637,0.0001637,14.14,14.14,2013ApJ...764....8K
-567,2455682.8004760356,0.00032,0.00032,27.65,27.65,TRESCA
-558,2455694.556736034,0.00043,0.00043,37.15,37.15,TRESCA
-557,2455695.8624,0.0003861,0.0003861,33.36,33.36,2013ApJ...764....8K
-528,2455733.74148,0.0001397,0.0001397,12.07,12.07,2013ApJ...764....8K
-479,2455797.74569,0.0001699,0.0001699,14.68,14.68,2013ApJ...764....8K
-464,2455817.3372,0.0014,0.0014,120.96,120.96,2013MNRAS.432..944V
-438,2455851.2986459997,0.00045,0.00045,38.88,38.88,TRESCA
-316,2456010.653296037,0.00034,0.00034,29.38,29.38,TRESCA
-315,2456011.95934,0.00073,0.00073,63.07,63.07,2020AJ....160...47M; 2013MNRAS.428..678T
-313,2456014.57219,0.0007,0.0007,60.48,60.48,2020AJ....160...47M; 2013MNRAS.428..678T
-313,2456014.57248,0.00065,0.00065,56.16,56.16,2020AJ....160...47M; 2013MNRAS.428..678T
-313,2456014.5725760376,0.00044,0.00044,38.02,38.02,TRESCA
-302,2456028.93996,0.00049,0.00049,42.34,42.34,2020AJ....160...47M; 2013MNRAS.428..678T
-265,2456077.27003,0.00037,0.00037,31.97,31.97,2020AJ....160...47M
-261,2456082.49611,0.00056,0.00056,48.38,48.38,2017NewA...55...39P
-258,2456086.41313,0.00034,0.00034,29.38,29.38,2017NewA...55...39P
-248,2456099.47337,0.0016,0.0016,138.24,138.24,2020AJ....160...47M
-234,2456117.7616175916,0.00031,0.00031,26.78,26.78,TRESCA
-225,2456129.5159975877,0.00033,0.00033,28.51,28.51,TRESCA
-23,2456393.36471,0.0005,0.0005,43.2,43.2,2020AJ....160...47M
-5,2456416.8770776093,0.00031,0.00031,26.78,26.78,TRESCA
0,2456423.40717,0.00079,0.00079,68.26,68.26,2020AJ....160...47M
6,2456431.24526,0.00032,0.00032,27.65,27.65,2020AJ....160...47M
13,2456440.38897,0.00028,0.00028,24.19,24.19,2017NewA...55...39P
46,2456483.492967591,0.00039,0.00039,33.7,33.7,TRESCA
49,2456487.41045,0.00043,0.00043,37.15,37.15,2017NewA...55...39P
75,2456521.37180758,0.0003,0.0003,25.92,25.92,TRESCA
127,2456589.294267575,0.00033,0.00033,28.51,28.51,TRESCA
248,2456747.34245,0.00019,0.00019,16.42,16.42,2020AJ....160...47M
307,2456824.40585,0.00064,0.00064,55.3,55.3,2017NewA...55...39P
320,2456841.38641,0.0003,0.0003,25.92,25.92,2017NewA...55...39P
354,2456885.79665,8e-05,8e-05,6.91,6.91,2020arXiv201107169S
395,2456939.3499575737,0.00049,0.00049,42.34,42.34,TRESCA
520,2457102.626827611,0.00041,0.00041,35.42,35.42,TRESCA
549,2457140.50549,0.00033,0.00033,28.51,28.51,2017NewA...55...39P
559,2457153.566777608,0.00042,0.00042,36.29,36.29,TRESCA
588,2457191.445757598,0.00031,0.00031,26.78,26.78,TRESCA
588,2457191.446517598,0.00046,0.00046,39.74,39.74,TRESCA
598,2457204.50938,0.00044,0.00044,38.02,38.02,2017NewA...55...39P
599,2457205.813449167,0.00023,0.00023,19.87,19.87,TRESCA
601,2457208.4290991668,0.00028,0.00028,24.19,24.19,TRESCA
604,2457212.34536,0.00037,0.00037,31.97,31.97,2017NewA...55...39P
611,2457221.48724,0.00063,0.00063,54.43,54.43,2020AJ....160...47M; 2017PASP..129f4401R
611,2457221.4889791626,0.00061,0.00061,52.7,52.7,TRESCA
612,2457222.793579162,0.00032,0.00032,27.65,27.65,TRESCA
614,2457225.4074,0.0003,0.0003,25.92,25.92,2017NewA...55...39P
624,2457238.46724,0.00066,0.00066,57.02,57.02,2020AJ....160...47M; 2017PASP..129f4401R
627,2457242.38793,0.00028,0.00028,24.19,24.19,2017NewA...55...39P
638,2457256.75464,0.00074,0.00074,63.94,63.94,2020AJ....160...47M; 2017PASP..129f4401R
640,2457259.367579152,0.00016,0.00016,13.82,13.82,TRESCA
640,2457259.36845,0.00034,0.00034,29.38,29.38,2017NewA...55...39P
650,2457272.42932915,0.00024,0.00024,20.74,20.74,TRESCA
650,2457272.42950915,0.0004,0.0004,34.56,34.56,TRESCA
692,2457327.28970915,0.00027,0.00027,23.33,23.33,TRESCA
818,2457491.86832,0.00041,0.00041,35.42,35.42,2020AJ....160...47M; 2017PASP..129f4401R
857,2457542.80916,0.00026,0.00026,22.46,22.46,2020AJ....160...47M; 2017PASP..129f4401R
872,2457562.40506917,0.00041,0.00041,35.42,35.42,TRESCA
884,2457578.075269165,0.00033,0.00033,28.51,28.51,TRESCA
908,2457609.4260391556,0.00031,0.00031,26.78,26.78,TRESCA
1073,2457824.94673,9e-06,9e-06,0.78,0.78,2017ApJ...848....9S
1104,2457865.438050759,0.00024,0.00024,20.74,20.74,TRESCA
1127,2457895.4805007535,0.00018,0.00018,15.55,15.55,TRESCA
1153,2457929.440330744,0.00042,0.00042,36.29,36.29,TRESCA
1160,2457938.584000741,0.00039,0.00039,33.7,33.7,TRESCA
1166,2457946.422680738,0.00017,0.00017,14.69,14.69,TRESCA
1166,2457946.423600738,0.00048,0.00048,41.47,41.47,TRESCA
1178,2457962.0954707335,0.00018,0.00018,15.55,15.55,TRESCA
1215,2458010.4242107226,0.00041,0.00041,35.42,35.42,TRESCA
1215,2458010.424670723,0.00038,0.00038,32.83,32.83,TRESCA
1349,2458185.45419,0.00064,0.00064,55.3,55.3,2020AJ....160...47M
1352,2458189.37246,0.00068,0.00068,58.75,58.75,2020AJ....160...47M
1362,2458202.43178,0.0015,0.0015,129.6,129.6,2020AJ....160...47M
1365,2458206.35282,0.00076,0.00076,65.66,65.66,2020AJ....160...47M
1375,2458219.41292,0.00058,0.00058,50.11,50.11,2020AJ....160...47M
1378,2458223.33346,0.00053,0.00053,45.79,45.79,2020AJ....160...47M
1405,2458258.6007907544,0.00035,0.00035,30.24,30.24,TRESCA
1420,2458278.192360749,0.0003,0.0003,25.92,25.92,TRESCA
1421,2458279.5022607483,0.00038,0.00038,32.83,32.83,TRESCA
1424,2458283.4174707476,0.00048,0.00048,41.47,41.47,TRESCA
1424,2458283.4201607476,0.0004,0.0004,34.56,34.56,TRESCA
1434,2458296.483660743,0.0004,0.0004,34.56,34.56,TRESCA
1437,2458300.401760742,0.00045,0.00045,38.88,38.88,TRESCA
1444,2458309.541340739,0.00022,0.00022,19.01,19.01,TRESCA
1444,2458309.544770739,0.00034,0.00034,29.38,29.38,TRESCA
1447,2458313.4622107376,0.00046,0.00046,39.74,39.74,TRESCA
1449,2458316.072010737,0.00022,0.00022,19.01,19.01,TRESCA
1456,2458325.2153007337,0.00028,0.00028,24.19,24.19,TRESCA
1464,2458335.6678007306,0.00044,0.00044,38.02,38.02,TRESCA
1486,2458364.400910724,0.00019,0.00019,16.42,16.42,TRESCA
1486,2458364.401290724,0.00042,0.00042,36.29,36.29,TRESCA
1499,2458381.3792007216,0.00122,0.00122,105.41,105.41,TRESCA
1611,2458527.6744807535,0.00029,0.00029,25.06,25.06,TRESCA
1615,2458533.47377,0.0004,0.0004,34.56,34.56,2021AJ....162...18S
1640,2458565.5540507594,0.00042,0.00042,36.29,36.29,TRESCA
1640,2458565.5543307597,0.00039,0.00039,33.7,33.7,TRESCA
1653,2458582.53585076,0.00039,0.00039,33.7,33.7,TRESCA
1672,2458607.3519,0.000405,0.000405,34.99,34.99,2021AJ....162...18S
1689,2458629.557240753,0.00035,0.00035,30.24,30.24,TRESCA
1692,2458633.476230752,0.00036,0.00036,31.1,31.1,TRESCA
1695,2458637.3946807506,0.00038,0.00038,32.83,32.83,TRESCA
1703,2458647.842860748,0.00016,0.00016,13.82,13.82,TRESCA
1718,2458667.4372707414,0.00042,0.00042,36.29,36.29,TRESCA
1731,2458684.416370736,0.00033,0.00033,28.51,28.51,TRESCA
1731,2458684.417570736,0.00034,0.00034,29.38,29.38,TRESCA
1744,2458701.3969107307,0.00032,0.00032,27.65,27.65,TRESCA
1754,2458714.4598107273,0.00039,0.00039,33.7,33.7,TRESCA
1770,2458735.357620723,0.00039,0.00039,33.7,33.7,TRESCA
1770,2458735.357880723,0.00039,0.00039,33.7,33.7,TRESCA
1771,2458736.662920723,0.00048,0.00048,41.47,41.47,TRESCA
1809,2458786.300160723,0.00039,0.00039,33.7,33.7,TRESCA
1892,2458894.7131607533,0.00045,0.00045,38.88,38.88,TRESCA
1918,2458928.6731807594,0.00032,0.00032,27.65,27.65,TRESCA
1927,2458940.42629,0.000337,0.000337,29.12,29.12,2021AJ....162...18S
1931,2458945.65394076,0.00048,0.00048,41.47,41.47,TRESCA
1934,2458949.57184076,0.00027,0.00027,23.33,23.33,TRESCA
1934,2458949.57323076,0.00039,0.00039,33.7,33.7,TRESCA
1947,2458966.5522907586,0.00028,0.00028,24.19,24.19,TRESCA
1961,2458984.83915,0.0004428,0.0004428,38.26,38.26,Ivshina and Winn 2022
1962,2458986.14599,0.0004684,0.0004684,40.47,40.47,Ivshina and Winn 2022
1963,2458987.4515,0.0004541,0.0004541,39.23,39.23,Ivshina and Winn 2022
1964,2458988.75799,0.0004626,0.0004626,39.97,39.97,Ivshina and Winn 2022
1965,2458990.06473,0.0003636,0.0003636,31.42,31.42,Ivshina and Winn 2022
1966,2458991.37006,0.0004279,0.0004279,36.97,36.97,Ivshina and Winn 2022
1967,2458992.67714,0.0004133,0.0004133,35.71,35.71,Ivshina and Winn 2022
1968,2458993.98293,0.0004168,0.0004168,36.01,36.01,Ivshina and Winn 2022
1969,2458995.28941,0.0004172,0.0004172,36.05,36.05,Ivshina and Winn 2022
1971,2458997.90191,0.0004317,0.0004317,37.3,37.3,Ivshina and Winn 2022
1972,2458999.20717,0.0004687,0.0004687,40.5,40.5,Ivshina and Winn 2022
1973,2459000.51425,0.0004774,0.0004774,41.25,41.25,Ivshina and Winn 2022
1974,2459001.81895,0.0004413,0.0004413,38.13,38.13,Ivshina and Winn 2022
1975,2459003.1256,0.0004824,0.0004824,41.68,41.68,Ivshina and Winn 2022
1976,2459004.43223,0.0004202,0.0004202,36.31,36.31,Ivshina and Winn 2022
1977,2459005.73752,0.0004674,0.0004674,40.38,40.38,Ivshina and Winn 2022
1978,2459007.0448,0.0003875,0.0003875,33.48,33.48,Ivshina and Winn 2022
1979,2459008.35083,0.0004267,0.0004267,36.87,36.87,Ivshina and Winn 2022
1981,2459010.9639,0.0004527,0.0004527,39.11,39.11,Ivshina and Winn 2022
1982,2459012.26961,0.0004023,0.0004023,34.76,34.76,Ivshina and Winn 2022
1983,2459013.57682,0.0004258,0.0004258,36.79,36.79,Ivshina and Winn 2022
1984,2459014.88233,0.0005492,0.0005492,47.45,47.45,Ivshina and Winn 2022
1985,2459016.18814,0.0005536,0.0005536,47.83,47.83,Ivshina and Winn 2022
1986,2459017.49431,0.0004524,0.0004524,39.09,39.09,Ivshina and Winn 2022
1987,2459018.80004,0.0004645,0.0004645,40.13,40.13,Ivshina and Winn 2022
1988,2459020.10772,0.0004668,0.0004668,40.33,40.33,Ivshina and Winn 2022
1989,2459021.4131,0.000432,0.000432,37.32,37.32,Ivshina and Winn 2022
1991,2459024.02491,0.0004121,0.0004121,35.61,35.61,Ivshina and Winn 2022
1992,2459025.33184,0.0004467,0.0004467,38.59,38.59,Ivshina and Winn 2022
1993,2459026.63694,0.000449,0.000449,38.79,38.79,Ivshina and Winn 2022
1994,2459027.94351,0.0004762,0.0004762,41.14,41.14,Ivshina and Winn 2022
1995,2459029.24986,0.0004264,0.0004264,36.84,36.84,Ivshina and Winn 2022
1996,2459030.55617,0.0004153,0.0004153,35.88,35.88,Ivshina and Winn 2022
1997,2459031.86189,0.0004656,0.0004656,40.23,40.23,Ivshina and Winn 2022
1998,2459033.16787,0.0004745,0.0004745,41.0,41.0,Ivshina and Winn 2022
1999,2459034.47453,0.0005082,0.0005082,43.91,43.91,Ivshina and Winn 2022
2002,2459038.3930207393,0.00045,0.00045,38.88,38.88,TRESCA
2002,2459038.3930907394,0.0005,0.0005,43.2,43.2,TRESCA
2035,2459081.498220727,0.00024,0.00024,20.74,20.74,TRESCA
2054,2459106.314820722,0.00033,0.00033,28.51,28.51,TRESCA
2060,2459114.15085,0.000244,0.000244,21.08,21.08,2021AJ....162...18S
2189,2459282.6503507583,0.00035,0.00035,30.24,30.24,TRESCA
2208,2459307.46750076,0.00098,0.00098,84.67,84.67,TRESCA
2260,2459375.3877107487,0.00118,0.00118,101.95,101.95,TRESCA
2272,2459391.06384,0.0004289,0.0004289,37.06,37.06,Ivshina and Winn 2022
2273,2459392.36936,0.0004759,0.0004759,41.12,41.12,Ivshina and Winn 2022
2274,2459393.67554,0.0004347,0.0004347,37.56,37.56,Ivshina and Winn 2022
2275,2459394.9817,0.0004654,0.0004654,40.21,40.21,Ivshina and Winn 2022
2276,2459396.28831,0.0004555,0.0004555,39.36,39.36,Ivshina and Winn 2022
2277,2459397.59466,0.0005283,0.0005283,45.65,45.65,Ivshina and Winn 2022
2278,2459398.90034,0.0004994,0.0004994,43.15,43.15,Ivshina and Winn 2022
2279,2459400.2068,0.0004615,0.0004615,39.87,39.87,Ivshina and Winn 2022
2280,2459401.5133,0.0004,0.0004,34.56,34.56,Ivshina and Winn 2022
2281,2459402.81966,0.0004389,0.0004389,37.92,37.92,Ivshina and Winn 2022
2282,2459404.12469,0.0004327,0.0004327,37.39,37.39,Ivshina and Winn 2022
2283,2459405.43078,0.0004431,0.0004431,38.28,38.28,Ivshina and Winn 2022
2284,2459406.73876,0.0004931,0.0004931,42.6,42.6,Ivshina and Winn 2022
2285,2459408.04336,0.0005585,0.0005585,48.25,48.25,Ivshina and Winn 2022
2286,2459409.3498,0.0004599,0.0004599,39.74,39.74,Ivshina and Winn 2022
2287,2459410.65652,0.000421,0.000421,36.37,36.37,Ivshina and Winn 2022
2288,2459411.96237,0.0004456,0.0004456,38.5,38.5,Ivshina and Winn 2022
2289,2459413.26837,0.0004816,0.0004816,41.61,41.61,Ivshina and Winn 2022
2290,2459414.57514,0.0004381,0.0004381,37.85,37.85,Ivshina and Winn 2022
2291,2459415.88139,0.000471,0.000471,40.69,40.69,Ivshina and Winn 2022
2292,2459417.18756,0.0004329,0.0004329,37.4,37.4,Ivshina and Winn 2022
2293,2459418.49251,0.000391,0.000391,33.78,33.78,Ivshina and Winn 2022
2322,2459456.373120725,0.00035,0.00035,30.24,30.24,TRESCA
2567,2459776.3896707376,0.00028,0.00028,24.19,24.19,TRESCA
2832,2460122.527920744,0.00037,0.00037,31.97,31.97,TRESCA
